Train Average Perplexity	30994.7128906250000000
here s good luck	309.7201538085937500
negative he omitted to mention the clandestine correspondence between martha clifford and henry flower the public altercation at in and in the vicinity of the licensed premises of bernard kiernan and co limited <num> <num> and <num> little britain street the erotic provocation and response thereto caused by the exhibitionism of gertrude gerty surname unknown	21.5932407379150391
soiled handkerchief medicinebottle	3243.9624023437500000
they don t seem to chew it only swallow it down	100.1364212036132812
throwing them up in the air to catch them	301.4248962402343750
the telephone whirred	7.5678954124450684
but she the giglot wanton did not break a bedvow	1585.3859863281250000
if i could get that dressmaker to make a concertina skirt like susy nagle s they kick out grand	879.8134155273437500
but even if what then	91.4401779174804688
jesus i had to laugh at pisser burke taking them off chewing the fat	3225.1948242187500000
the mabbot street entrance of nighttown before which stretches an uncobbled tramsiding set with skeleton tracks red and green will o the wisps and danger signals	50.3410720825195312
what is weight really when you say the weight	107.9529418945312500
bound thee forth my booklet quick to greet the callous public	5.1910786628723145
keep him on hands might take a turn in there on the nod	1250.4246826171875000
zoe higgins a young whore in a sapphire slip closed with three bronze buckles a slim black velvet fillet round her throat nods trips down the steps and accosts him	606.2398681640625000
bloom of crawford s journal sitting snug with a covey of wags likely brangling fellows dixon jun scholar of my lady of mercy s vin	166.6911621093750000
father conmee began to walk along the north strand road and was saluted by mr william gallagher who stood in the doorway of his shop	22923.2187500000000000
con honourable members are already in possession of the evidence produced before a committee of the whole house	331.7282409667968750
somewhere imperceptibly he would hear and somehow reluctantly suncompelled obey the summons of recall	59.3963241577148438
hockeysticks rattled in the lumberroom the hollow knock of a ball and calls from the field	6.8568105697631836
stephen stick no	21.5204887390136719
chaps that would go to the dogs if some woman didn t take them in hand	3.6564030647277832
language no whit worse than his	13.2483606338500977
kisses chirp amid the rifts of fog	251304.7343750000000000
come on then myles crawford said	19.5517120361328125
she didn t want anything	27.0456314086914062
quaffing nectar at mess with gods golden dishes all ambrosial	95.8682479858398438
golly whatten tunket s yon guy in the mackintosh	3.9226000308990479
shannon and all the boatclub swells never took his eyes off her	47.7321891784667969
invent a story for some proverb	34.4163436889648438
had kind fate but willed her to be born a gentlewoman of high degree in her own right and had she only received the benefit of a good education gerty macdowell might easily have held her own beside any lady in the land and have seen herself exquisitely gowned with jewels on her brow and patrician suitors at her feet vying with one another to pay their devoirs to her	3748.5988769531250000
yet here s a spot	5.8257327079772949
grandest number in the whole opera goulding said	55.5164718627929688
do you want to cross	59.0859298706054688
my consubstantial father s voice	71.0645370483398438
come here till i tell you	1435.8800048828125000
not the jealous lord belvedere and not her confessor if she had not committed adultery fully eiaculatio seminis inter vas naturale mulieris with her husband s brother	13720.8828125000000000
also the lady was of his avis and repreved the learningknight though she trowed well that the traveller had said thing that was false for his subtility	80872.0000000000000000
because a nature full and volatile in its free state was alternately the agent and reagent of attraction	449.0502319335937500
how was that	446.5136718750000000
she arches her body in lascivious crispation placing her forefinger in her mouth spoke to me	450.8335571289062500
but the poor buffer would have to stand all the time with his insides entrails on show	177152.5312500000000000
nine glorias for shooting a bishop	2906.7988281250000000
we had a midnight lunch too after all the jollification and when we sallied forth it was blue o clock the morning after the night before	10235.2119140625000000
he laughed low a sizar s laugh of trinity unanswered	86.8583984375000000
on the steps of the city hall councillor nannetti descending hailed alderman cowley and councillor abraham lyon ascending	188.3089141845703125
the vocal muse	9105.3652343750000000
a hand glides over his left thigh	4452.2377929687500000
and kissed my hand when i gave her the extra two shillings	11211.0976562500000000
dolly gray from her balcony waves her handkerchief giving the sign of the heroine of jericho rahab	19.7176418304443359
where you slep las nigh	1169.2406005859375000
are you a god or a doggone clod	55413.4101562500000000
o yes every time	4.7081365585327148
switch off the current will you	3581.6281738281250000
ragged barefoot newsboys jogging a wagtail kite patter past yelling	473.6239624023437500
before the huge high door of the irish house of parliament a flock of pigeons flew	38.4214286804199219
second watch i don t want your instructions in the discharge of my duty	5575.8906250000000000
piled up in cities worn away age after age	23532.3085937500000000
count me out he managed to remark meaning work	708.5715332031250000
wow my tootsies	789853.8125000000000000
your christmas dinner for threepence	20.9266357421875000
dedalus daughter there still outside dillon s auctionrooms must be selling off some old furniture	79.0114440917968750
that it was a utopia there being no known method from the known to the unknown an infinity renderable equally finite by the suppositious apposition of one or more bodies equally of the same and of different magnitudes a mobility of illusory forms immobilised in space remobilised in air a past which possibly had ceased to exist as a present before its probable spectators had entered actual present existence	33.1186027526855469
wouldn t have it of course because he didn t think of it himself first	176.8227844238281250
i m told for a fact he ate a good part of the breeches off a constabulary man in santry that came round one time with a blue paper about a licence	1061.3830566406250000
buck mulligan sighed tragically and laid his hand on stephen s arm	5.3520050048828125
it s all the same	22.2943248748779297
gob they ought to drown him in the sea after and electrocute and crucify him to make sure of their job	62886.1835937500000000
