Train Average Perplexity	3755.8095703125000000
here s good luck	69.4793319702148438
negative he omitted to mention the clandestine correspondence between martha clifford and henry flower the public altercation at in and in the vicinity of the licensed premises of bernard kiernan and co limited <num> <num> and <num> little britain street the erotic provocation and response thereto caused by the exhibitionism of gertrude gerty surname unknown	1035.7480468750000000
soiled handkerchief medicinebottle	3101.6279296875000000
they don t seem to chew it only swallow it down	14.3659000396728516
throwing them up in the air to catch them	3.2598326206207275
the telephone whirred	1585.9597167968750000
but she the giglot wanton did not break a bedvow	57.1572074890136719
if i could get that dressmaker to make a concertina skirt like susy nagle s they kick out grand	72.0244827270507812
but even if what then	7569.2514648437500000
jesus i had to laugh at pisser burke taking them off chewing the fat	17685.7714843750000000
the mabbot street entrance of nighttown before which stretches an uncobbled tramsiding set with skeleton tracks red and green will o the wisps and danger signals	19501.1953125000000000
what is weight really when you say the weight	480.5281372070312500
bound thee forth my booklet quick to greet the callous public	3142.3276367187500000
keep him on hands might take a turn in there on the nod	5005.8525390625000000
zoe higgins a young whore in a sapphire slip closed with three bronze buckles a slim black velvet fillet round her throat nods trips down the steps and accosts him	87950.9765625000000000
bloom of crawford s journal sitting snug with a covey of wags likely brangling fellows dixon jun scholar of my lady of mercy s vin	659.3433227539062500
father conmee began to walk along the north strand road and was saluted by mr william gallagher who stood in the doorway of his shop	3090.9089355468750000
con honourable members are already in possession of the evidence produced before a committee of the whole house	2466.4448242187500000
somewhere imperceptibly he would hear and somehow reluctantly suncompelled obey the summons of recall	823.9135131835937500
hockeysticks rattled in the lumberroom the hollow knock of a ball and calls from the field	1713.9992675781250000
stephen stick no	1879.3613281250000000
chaps that would go to the dogs if some woman didn t take them in hand	12036.2880859375000000
language no whit worse than his	419.2618103027343750
kisses chirp amid the rifts of fog	13.3514213562011719
come on then myles crawford said	4640.6542968750000000
she didn t want anything	80.3595809936523438
quaffing nectar at mess with gods golden dishes all ambrosial	195.5475463867187500
golly whatten tunket s yon guy in the mackintosh	13.6134653091430664
shannon and all the boatclub swells never took his eyes off her	1805.0515136718750000
invent a story for some proverb	4467.2001953125000000
had kind fate but willed her to be born a gentlewoman of high degree in her own right and had she only received the benefit of a good education gerty macdowell might easily have held her own beside any lady in the land and have seen herself exquisitely gowned with jewels on her brow and patrician suitors at her feet vying with one another to pay their devoirs to her	253.0433349609375000
yet here s a spot	78.8010025024414062
grandest number in the whole opera goulding said	103.5593948364257812
do you want to cross	2914.7724609375000000
my consubstantial father s voice	10.2760906219482422
come here till i tell you	10.3844861984252930
not the jealous lord belvedere and not her confessor if she had not committed adultery fully eiaculatio seminis inter vas naturale mulieris with her husband s brother	18.6387310028076172
also the lady was of his avis and repreved the learningknight though she trowed well that the traveller had said thing that was false for his subtility	957.4222412109375000
